index	identifier	file	clip	scale	sum_stat	description
16	ENCFF871LPW	data/encode_mouse_rna/ENCFF871LPW.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J gonadal fat pad tissue adult (8 weeks)
17	ENCFF708IGB	data/encode_mouse_rna/ENCFF708IGB.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J large intestine tissue adult (8 weeks)
18	ENCFF791XDM	data/encode_mouse_rna/ENCFF791XDM.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J mammary gland tissue adult (8 weeks)
19	ENCFF946YVP	data/encode_mouse_rna/ENCFF946YVP.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J ovary tissue female adult (8 weeks)
20	ENCFF119WXY	data/encode_mouse_rna/ENCFF119WXY.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J small intestine tissue adult (8 weeks)
21	ENCFF764FGD	data/encode_mouse_rna/ENCFF764FGD.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J stomach tissue adult (8 weeks)
22	ENCFF811XDE	data/encode_mouse_rna/ENCFF811XDE.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J subcutaneous adipose tissue tissue adult (8 weeks)
23	ENCFF538MHW	data/encode_mouse_rna/ENCFF538MHW.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J central nervous system tissue embryo (11.5 days)
24	ENCFF789TGW	data/encode_mouse_rna/ENCFF789TGW.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J liver tissue embryo (14 days)
25	ENCFF050YCX	data/encode_mouse_rna/ENCFF050YCX.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J liver tissue embryo (14.5 days)
26	ENCFF418HXP	data/encode_mouse_rna/ENCFF418HXP.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J brain tissue embryo (14.5 days)
27	ENCFF030OOM	data/encode_mouse_rna/ENCFF030OOM.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J central nervous system tissue embryo (14 days)
28	ENCFF731HCO	data/encode_mouse_rna/ENCFF731HCO.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J central nervous system tissue embryo (18 days)
29	ENCFF657TAP	data/encode_mouse_rna/ENCFF657TAP.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J cerebellum tissue adult (8 weeks)
30	ENCFF578CGA	data/encode_mouse_rna/ENCFF578CGA.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J limb tissue embryo (14.5 days)
31	ENCFF087VWF	data/encode_mouse_rna/ENCFF087VWF.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J liver tissue embryo (18 days)
32	ENCFF014SEQ	data/encode_mouse_rna/ENCFF014SEQ.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J placenta tissue adult (8 weeks)
33	ENCFF528QPO	data/encode_mouse_rna/ENCFF528QPO.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J urinary bladder tissue adult (8 weeks)
34	ENCFF436AYK	data/encode_mouse_rna/ENCFF436AYK.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J cortical plate tissue adult (8 weeks)
35	ENCFF297ZOV	data/encode_mouse_rna/ENCFF297ZOV.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J frontal cortex tissue adult (8 weeks)
36	ENCFF916LFR	data/encode_mouse_rna/ENCFF916LFR.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl bone marrow tissue male adult (8 weeks)
37	ENCFF427XNM	data/encode_mouse_rna/ENCFF427XNM.bigWig	768	0.3	sum_sqrt	RNA:Bruce4 ES-Bruce4
38	ENCFF496FSJ	data/encode_mouse_rna/ENCFF496FSJ.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J embryonic fibroblast male embryo (13.5 weeks)
39	ENCFF894JED	data/encode_mouse_rna/ENCFF894JED.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl spleen tissue male adult (8 weeks)
40	ENCFF571YEJ	data/encode_mouse_rna/ENCFF571YEJ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl cerebellum tissue male adult (8 weeks)
41	ENCFF994GPI	data/encode_mouse_rna/ENCFF994GPI.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl cortical plate tissue male adult (8 weeks)
42	ENCFF718VKG	data/encode_mouse_rna/ENCFF718VKG.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl heart tissue male adult (8 weeks)
43	ENCFF883OKA	data/encode_mouse_rna/ENCFF883OKA.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl kidney tissue male adult (8 weeks)
44	ENCFF827GSU	data/encode_mouse_rna/ENCFF827GSU.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl liver tissue male adult (8 weeks)
45	ENCFF764ATZ	data/encode_mouse_rna/ENCFF764ATZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl lung tissue male adult (8 weeks)
46	ENCFF697CAD	data/encode_mouse_rna/ENCFF697CAD.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl placenta tissue female adult (8 weeks)
47	ENCFF110GAK	data/encode_mouse_rna/ENCFF110GAK.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl liver tissue embryo (14.5 days)
48	ENCFF291REK	data/encode_mouse_rna/ENCFF291REK.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl heart tissue embryo (14.5 days)
49	ENCFF704KGU	data/encode_mouse_rna/ENCFF704KGU.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl brain tissue embryo (14.5 days)
50	ENCFF453ESI	data/encode_mouse_rna/ENCFF453ESI.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl testis tissue male adult (8 weeks)
51	ENCFF050AYJ	data/encode_mouse_rna/ENCFF050AYJ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl small intestine tissue male adult (8 weeks)
52	ENCFF751ZMZ	data/encode_mouse_rna/ENCFF751ZMZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl limb tissue embryo (14.5 days)
53	ENCFF355GZI	data/encode_mouse_rna/ENCFF355GZI.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl thymus tissue male adult (8 weeks)
54	ENCFF126WZZ	data/encode_mouse_rna/ENCFF126WZZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl olfactory bulb tissue male adult (8 weeks)
55	ENCFF185RSB	data/encode_mouse_rna/ENCFF185RSB.bigWig	768	0.3	sum_sqrt	RNA:MEL MEL
56	ENCFF275WMD	data/encode_mouse_rna/ENCFF275WMD.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl brown adipose tissue tissue male adult (24 weeks)
57	ENCFF575SGC	data/encode_mouse_rna/ENCFF575SGC.bigWig	768	0.3	sum_sqrt	RNA:Bruce4 bone marrow macrophage male adult (8 weeks)
58	ENCFF135YCH	data/encode_mouse_rna/ENCFF135YCH.bigWig	768	0.3	sum_sqrt	RNA:B10.H-2aH-4bp/Wts CH12.LX
59	ENCFF991WZB	data/encode_mouse_rna/ENCFF991WZB.bigWig	768	0.3	sum_sqrt	RNA:erythroblast embryo (14.5 days)
60	ENCFF527GLP	data/encode_mouse_rna/ENCFF527GLP.bigWig	768	0.3	sum_sqrt	RNA:BALB/cJ leukemia stem cell adult (10-12 weeks)
61	ENCFF775WTP	data/encode_mouse_rna/ENCFF775WTP.bigWig	768	0.3	sum_sqrt	RNA:BALB/cJ hematopoietic multipotent progenitor cell
62	ENCFF060OVZ	data/encode_mouse_rna/ENCFF060OVZ.bigWig	768	0.3	sum_sqrt	RNA:G1E
63	ENCFF033AFD	data/encode_mouse_rna/ENCFF033AFD.bigWig	768	0.3	sum_sqrt	RNA:G1E-ER4 treated with 10 nM 17B-estradiol for 14 hours
64	ENCFF166GVX	data/encode_mouse_rna/ENCFF166GVX.bigWig	768	0.3	sum_sqrt	RNA:G1E-ER4 treated with 10 nM 17B-estradiol for 7 hours
65	ENCFF104EKC	data/encode_mouse_rna/ENCFF104EKC.bigWig	768	0.3	sum_sqrt	RNA:G1E-ER4
66	ENCFF821EFN	data/encode_mouse_rna/ENCFF821EFN.bigWig	768	0.3	sum_sqrt	RNA:G1E-ER4 treated with 10 nM 17B-estradiol for 3 hours
67	ENCFF450NDQ	data/encode_mouse_rna/ENCFF450NDQ.bigWig	768	0.3	sum_sqrt	RNA:G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
68	ENCFF323RIK	data/encode_mouse_rna/ENCFF323RIK.bigWig	768	0.3	sum_sqrt	RNA:G1E-ER4 treated with 10 nM 17B-estradiol for 30 hours
69	ENCFF583SXP	data/encode_mouse_rna/ENCFF583SXP.bigWig	768	0.3	sum_sqrt	RNA:megakaryocyte embryo (14.5 days)
70	ENCFF679WOA	data/encode_mouse_rna/ENCFF679WOA.bigWig	768	0.3	sum_sqrt	RNA:MEL MEL
71	ENCFF205YLQ	data/encode_mouse_rna/ENCFF205YLQ.bigWig	768	0.3	sum_sqrt	RNA:MEL MEL treated with 2% dimethyl sulfoxide for 5 days
72	ENCFF315IFZ	data/encode_mouse_rna/ENCFF315IFZ.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J megakaryocyte-erythroid progenitor cell female adult (5 weeks)
73	ENCFF064XQN	data/encode_mouse_rna/ENCFF064XQN.bigWig	768	0.3	sum_sqrt	RNA:G1E
74	ENCFF326KZM	data/encode_mouse_rna/ENCFF326KZM.bigWig	768	0.3	sum_sqrt	RNA:G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
75	ENCFF968GGL	data/encode_mouse_rna/ENCFF968GGL.bigWig	768	0.3	sum_sqrt	RNA:129/Ola ES-E14
76	ENCFF110JSW	data/encode_mouse_rna/ENCFF110JSW.bigWig	768	0.3	sum_sqrt	RNA:B10.H-2aH-4bp/Wts CH12.LX
77	ENCFF559VXC	data/encode_mouse_rna/ENCFF559VXC.bigWig	768	0.3	sum_sqrt	RNA:MEL MEL
78	ENCFF333VTF	data/encode_mouse_rna/ENCFF333VTF.bigWig	768	0.3	sum_sqrt	RNA:MEL MEL treated with 2% dimethyl sulfoxide for 5 days
79	ENCFF633YBL	data/encode_mouse_rna/ENCFF633YBL.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl neural tube tissue embryo (15.5 days)
80	ENCFF226DFS	data/encode_mouse_rna/ENCFF226DFS.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue male (2 months)
81	ENCFF706QTS	data/encode_mouse_rna/ENCFF706QTS.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl hindbrain tissue postnatal (0 days)
82	ENCFF600EOH	data/encode_mouse_rna/ENCFF600EOH.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl heart tissue embryo (16.5 days)
83	ENCFF565MXW	data/encode_mouse_rna/ENCFF565MXW.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J megakaryocyte male adult (5-6 weeks)
84	ENCFF060UIY	data/encode_mouse_rna/ENCFF060UIY.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J megakaryocyte progenitor cell male adult (5-6 weeks)
85	ENCFF214MXT	data/encode_mouse_rna/ENCFF214MXT.bigWig	768	0.3	sum_sqrt	RNA:Patski Patski
86	ENCFF972RDL	data/encode_mouse_rna/ENCFF972RDL.bigWig	768	0.3	sum_sqrt	RNA:B6NTac;B6NCrl/Lap heart tissue postnatal (0 days)
87	ENCFF370AJT	data/encode_mouse_rna/ENCFF370AJT.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl lung tissue embryo (14.5 days)
88	ENCFF715GSS	data/encode_mouse_rna/ENCFF715GSS.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl heart tissue embryo (10.5 days)
89	ENCFF533ZBZ	data/encode_mouse_rna/ENCFF533ZBZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl kidney tissue embryo (15.5 days)
90	ENCFF100JHY	data/encode_mouse_rna/ENCFF100JHY.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J monocyte adult (5-6 weeks)
91	ENCFF611NTZ	data/encode_mouse_rna/ENCFF611NTZ.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J neutrophil adult (5-6 weeks)
92	ENCFF084ZJY	data/encode_mouse_rna/ENCFF084ZJY.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl forebrain tissue embryo (16.5 days)
93	ENCFF206RDG	data/encode_mouse_rna/ENCFF206RDG.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue female (4 days)
94	ENCFF553RHO	data/encode_mouse_rna/ENCFF553RHO.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J hematopoietic stem cell male adult (5-6 weeks)
95	ENCFF623LLW	data/encode_mouse_rna/ENCFF623LLW.bigWig	768	0.3	sum_sqrt	RNA:5xFAD/CAST gastrocnemius tissue male postnatal (8-10 months)
96	ENCFF903FAA	data/encode_mouse_rna/ENCFF903FAA.bigWig	768	0.3	sum_sqrt	RNA:5xFAD/CAST gastrocnemius tissue female postnatal (8-10 months)
97	ENCFF847QWE	data/encode_mouse_rna/ENCFF847QWE.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue male (4 days)
98	ENCFF929ZTM	data/encode_mouse_rna/ENCFF929ZTM.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue male (18-20 months)
99	ENCFF019ESS	data/encode_mouse_rna/ENCFF019ESS.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl liver tissue postnatal (0 days)
100	ENCFF764QQE	data/encode_mouse_rna/ENCFF764QQE.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue male (4 days)
101	ENCFF825BVO	data/encode_mouse_rna/ENCFF825BVO.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl neural tube tissue embryo (13.5 days)
102	ENCFF138AEF	data/encode_mouse_rna/ENCFF138AEF.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J megakaryocyte-erythroid progenitor cell male adult (5-6 weeks)
103	ENCFF052JNL	data/encode_mouse_rna/ENCFF052JNL.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue female (14 days)
104	ENCFF959YOC	data/encode_mouse_rna/ENCFF959YOC.bigWig	768	0.3	sum_sqrt	RNA:5xFAD/CAST adrenal gland tissue male postnatal (8-10 months)
105	ENCFF370IQE	data/encode_mouse_rna/ENCFF370IQE.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue male (10 days)
106	ENCFF798DPR	data/encode_mouse_rna/ENCFF798DPR.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J common myeloid progenitor male adult (5-6 weeks)
107	ENCFF464JOW	data/encode_mouse_rna/ENCFF464JOW.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl left cerebral cortex tissue adult (6 months)
108	ENCFF740FBB	data/encode_mouse_rna/ENCFF740FBB.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl heart tissue embryo (12.5 days)
109	ENCFF242IJW	data/encode_mouse_rna/ENCFF242IJW.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue female (4 days)
110	ENCFF527VWZ	data/encode_mouse_rna/ENCFF527VWZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl forebrain tissue embryo (11.5 days)
111	ENCFF620ZFH	data/encode_mouse_rna/ENCFF620ZFH.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J heart tissue female adult (10 weeks)
112	ENCFF979NRI	data/encode_mouse_rna/ENCFF979NRI.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J small intestine tissue female adult (10 weeks)
113	ENCFF712EIS	data/encode_mouse_rna/ENCFF712EIS.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl kidney tissue postnatal (0 days)
114	ENCFF293OVC	data/encode_mouse_rna/ENCFF293OVC.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl stomach tissue postnatal (0 days)
115	ENCFF889UIO	data/encode_mouse_rna/ENCFF889UIO.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
116	ENCFF484SND	data/encode_mouse_rna/ENCFF484SND.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl forebrain tissue embryo (14.5 days)
117	ENCFF353RSI	data/encode_mouse_rna/ENCFF353RSI.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue female (10 days)
118	ENCFF552LSX	data/encode_mouse_rna/ENCFF552LSX.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue male (2 months)
119	ENCFF224JVW	data/encode_mouse_rna/ENCFF224JVW.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J liver tissue female adult (10 weeks)
120	ENCFF525YIT	data/encode_mouse_rna/ENCFF525YIT.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl limb tissue embryo (14.5 days)
121	ENCFF550SIW	data/encode_mouse_rna/ENCFF550SIW.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue female (2 months)
122	ENCFF117WFD	data/encode_mouse_rna/ENCFF117WFD.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J hematopoietic stem cell male adult (5-6 weeks)
123	ENCFF261PKU	data/encode_mouse_rna/ENCFF261PKU.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue female (10 days)
124	ENCFF119KMU	data/encode_mouse_rna/ENCFF119KMU.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J erythroblast male adult (5-6 weeks)
125	ENCFF191ETV	data/encode_mouse_rna/ENCFF191ETV.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue female (25 days)
126	ENCFF648BAP	data/encode_mouse_rna/ENCFF648BAP.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J pancreas tissue female adult (10 weeks)
127	ENCFF259ZQF	data/encode_mouse_rna/ENCFF259ZQF.bigWig	768	0.3	sum_sqrt	RNA:B6NTac;B6NCrl/Lap midbrain tissue postnatal (0 days)
128	ENCFF249OVC	data/encode_mouse_rna/ENCFF249OVC.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J testis tissue male adult (10 weeks)
129	ENCFF072AST	data/encode_mouse_rna/ENCFF072AST.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue female (36 days)
130	ENCFF375HPI	data/encode_mouse_rna/ENCFF375HPI.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J granulocyte monocyte progenitor cell male adult (5-6 weeks)
131	ENCFF215KWO	data/encode_mouse_rna/ENCFF215KWO.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue female (36 days)
132	ENCFF117QWC	data/encode_mouse_rna/ENCFF117QWC.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl liver tissue embryo (11.5 days)
133	ENCFF475VSW	data/encode_mouse_rna/ENCFF475VSW.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl heart tissue embryo (13.5 days)
134	ENCFF155UMX	data/encode_mouse_rna/ENCFF155UMX.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl hindbrain tissue embryo (16.5 days)
135	ENCFF590WKI	data/encode_mouse_rna/ENCFF590WKI.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue female (2 months)
136	ENCFF402HQP	data/encode_mouse_rna/ENCFF402HQP.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J adipose tissue tissue male adult (10 weeks)
137	ENCFF172NDF	data/encode_mouse_rna/ENCFF172NDF.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl stomach tissue embryo (14.5 days)
138	ENCFF082SFZ	data/encode_mouse_rna/ENCFF082SFZ.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue male (25 days)
139	ENCFF998JBB	data/encode_mouse_rna/ENCFF998JBB.bigWig	768	0.3	sum_sqrt	RNA:5xFAD/CAST left cerebral cortex tissue male postnatal (8-10 months)
140	ENCFF843LEJ	data/encode_mouse_rna/ENCFF843LEJ.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue male (25 days)
141	ENCFF329ATO	data/encode_mouse_rna/ENCFF329ATO.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue male (36 days)
142	ENCFF377BYA	data/encode_mouse_rna/ENCFF377BYA.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl forebrain tissue embryo (10.5 days)
143	ENCFF099WCR	data/encode_mouse_rna/ENCFF099WCR.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl midbrain tissue embryo (11.5 days)
144	ENCFF056ZOQ	data/encode_mouse_rna/ENCFF056ZOQ.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue female (10 days)
145	ENCFF937MXH	data/encode_mouse_rna/ENCFF937MXH.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue male (2 months)
146	ENCFF357DMT	data/encode_mouse_rna/ENCFF357DMT.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl intestine tissue postnatal (0 days)
147	ENCFF845QAI	data/encode_mouse_rna/ENCFF845QAI.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl neural tube tissue embryo (11.5 days)
148	ENCFF663BGW	data/encode_mouse_rna/ENCFF663BGW.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue female (25 days)
149	ENCFF476BCJ	data/encode_mouse_rna/ENCFF476BCJ.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J megakaryocyte male adult (5-6 weeks)
150	ENCFF409AEZ	data/encode_mouse_rna/ENCFF409AEZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl midbrain tissue embryo (14.5 days)
151	ENCFF862IJF	data/encode_mouse_rna/ENCFF862IJF.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl limb tissue embryo (13.5 days)
152	ENCFF431GTN	data/encode_mouse_rna/ENCFF431GTN.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl forebrain tissue postnatal (0 days)
153	ENCFF598EPR	data/encode_mouse_rna/ENCFF598EPR.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue male (36 days)
154	ENCFF321JKX	data/encode_mouse_rna/ENCFF321JKX.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue female (4 days)
155	ENCFF369LDA	data/encode_mouse_rna/ENCFF369LDA.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl midbrain tissue embryo (16.5 days)
156	ENCFF646UNN	data/encode_mouse_rna/ENCFF646UNN.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl intestine tissue embryo (15.5 days)
157	ENCFF958YYN	data/encode_mouse_rna/ENCFF958YYN.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue female (18-20 months)
158	ENCFF724FDF	data/encode_mouse_rna/ENCFF724FDF.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J kidney tissue female adult (10 weeks)
159	ENCFF380MBW	data/encode_mouse_rna/ENCFF380MBW.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl hindbrain tissue embryo (15.5 days)
160	ENCFF758HEN	data/encode_mouse_rna/ENCFF758HEN.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue female (14 days)
161	ENCFF928OMS	data/encode_mouse_rna/ENCFF928OMS.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl hindbrain tissue embryo (12.5 days)
162	ENCFF109UBY	data/encode_mouse_rna/ENCFF109UBY.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue male (14 days)
163	ENCFF705URO	data/encode_mouse_rna/ENCFF705URO.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue male (25 days)
164	ENCFF232HKB	data/encode_mouse_rna/ENCFF232HKB.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl thymus tissue postnatal (0 days)
165	ENCFF688MNZ	data/encode_mouse_rna/ENCFF688MNZ.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue female (18-20 months)
166	ENCFF031DAO	data/encode_mouse_rna/ENCFF031DAO.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl liver tissue embryo (13.5 days)
167	ENCFF224MAK	data/encode_mouse_rna/ENCFF224MAK.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl lung tissue embryo (15.5 days)
168	ENCFF642BYK	data/encode_mouse_rna/ENCFF642BYK.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue female adult (18-20 months)
169	ENCFF799ZHZ	data/encode_mouse_rna/ENCFF799ZHZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl stomach tissue embryo (16.5 days)
170	ENCFF423PCA	data/encode_mouse_rna/ENCFF423PCA.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J G1E
171	ENCFF195TGW	data/encode_mouse_rna/ENCFF195TGW.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue male (10 days)
